Sr No.,Title,Brand,MRP,Price,Count of Ratings,Count of Reviews,Average Rating score,Product URL,Image URL
103,SAMSUNG Series 9 138 cm (55 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung,219900.0,144990.0,1,1.0,5.0,/samsung-series-9-138-cm-55-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251990,https://media.croma.com/image/upload/v1663780946/Croma%20Assets/Entertainment/Television/Images/251990_0_x5vtte.png
104,SAMSUNG Series 8 138 cm (55 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung,199900.0,132990.0,16,16.0,4.94,/samsung-series-8-138-cm-55-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251994,https://media.croma.com/image/upload/v1663780882/Croma%20Assets/Entertainment/Television/Images/251994_0_l5lxvc.png
105,SAMSUNG Series 6 138 cm (55 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung,121900.0,81990.0,10,10.0,4.0,/samsung-series-6-138-cm-55-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251986,https://media.croma.com/image/upload/v1663784950/Croma%20Assets/Entertainment/Television/Images/251986_0_jhhf74.png
106,SAMSUNG LS Frame Series 138 cm (55 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung,144900.0,86990.0,17,17.0,4.59,/samsung-ls-frame-series-138-cm-55-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251981,https://media.croma.com/image/upload/v1663784588/Croma%20Assets/Entertainment/Television/Images/251981_0_liskqm.png
107,SAMSUNG Series 6 125 cm (50 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung,99900.0,66690.0,8,8.0,5.0,/samsung-series-6-125-cm-50-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251985,https://media.croma.com/image/upload/v1664431805/Croma%20Assets/Entertainment/Television/Images/251985_0_jcm8eq.png
108,SAMSUNG Series 8 108 cm (43 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility (2022 model),Samsung,62900.0,43990.0,87,85.0,4.61,/samsung-series-8-108-cm-43-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2022-model-/p/252004,https://media.croma.com/image/upload/v1664412802/Croma%20Assets/Entertainment/Television/Images/252004_0_qaxnnd.png
109,SAMSUNG Series 8 108cm (43 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility,Samsung,64900.0,47990.0,5,5.0,5.0,/samsung-series-8-108cm-43-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility/p/252011,https://media.croma.com/image/upload/v1664413126/Croma%20Assets/Entertainment/Television/Images/252011_0_h855c3.png
110,SAMSUNG Series 6 108 cm (43 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung,79900.0,57990.0,5,5.0,5.0,/samsung-series-6-108-cm-43-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251984,https://media.croma.com/image/upload/v1664431688/Croma%20Assets/Entertainment/Television/Images/251984_0_tdt5a0.png
111,SAMSUNG LS Frame Series 108 cm (43 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung,91900.0,56990.0,3,3.0,5.0,/samsung-ls-frame-series-108-cm-43-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251809,https://media.croma.com/image/upload/v1664417351/Croma%20Assets/Entertainment/Television/Images/251809_0_msm2zr.png
112,Panasonic LX 139 cm (55 inch) 4K Ultra HD LED Android TV with Alexa Compatibility,Panasonic,82990.0,61490.0,3,3.0,4.0,/panasonic-lx-139-cm-55-inch-4k-ultra-hd-led-android-tv-with-alexa-compatibility/p/251787,https://media.croma.com/image/upload/v1663780534/Croma%20Assets/Entertainment/Television/Images/251787_0_rwb7t6.png
113,Panasonic LX 108 cm (43 inch) 4K Ultra HD LED Android TV with Google Assistant,Panasonic,56990.0,44990.0,2,2.0,4.5,/panasonic-lx-108-cm-43-inch-4k-ultra-hd-led-android-tv-with-google-assistant/p/251786,https://media.croma.com/image/upload/v1664410121/Croma%20Assets/Entertainment/Television/Images/251786_0_xrso5s.png
114,Panasonic LX 108 cm (43 inch) 4K Ultra HD LED Android TV with Google Assistant,Panasonic,51990.0,38990.0,7,7.0,4.71,/panasonic-lx-108-cm-43-inch-4k-ultra-hd-led-android-tv-with-google-assistant/p/251785,https://media.croma.com/image/upload/v1664410103/Croma%20Assets/Entertainment/Television/Images/251785_0_rpqhsc.png
115,Croma 165 cm (65 inch) 4K Ultra HD LED Android TV with Google Assistant (2022 model),Croma,150000.0,58990.0,53,51.0,4.53,/croma-165-cm-65-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2022-model-/p/251015,https://media.croma.com/image/upload/v1663782785/Croma%20Assets/Entertainment/Television/Images/251015_0_dqwumb.png
116,Croma 127 cm (50 inch) 4K Ultra HD LED Android TV with Google Assistant (2022 model),Croma,60000.0,33990.0,69,68.0,4.65,/croma-127-cm-50-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2022-model-/p/251013,https://media.croma.com/image/upload/v1664422725/Croma%20Assets/Entertainment/Television/Images/251013_0_v2wbfk.png
117,Croma 139 cm (55 inch) 4K Ultra HD LED Android TV with Google Assistant (2022 model),Croma,75000.0,39990.0,105,97.0,4.5,/croma-139-cm-55-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2022-model-/p/251014,https://media.croma.com/image/upload/v1663782759/Croma%20Assets/Entertainment/Television/Images/251014_0_ldyfql.png
118,Croma 109 cm (43 inch) 4K Ultra HD LED Android TV with Google Assistant (2022 model),Croma,50000.0,27990.0,97,95.0,4.46,/croma-109-cm-43-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2022-model-/p/251012,https://media.croma.com/image/upload/v1664422933/Croma%20Assets/Entertainment/Television/Images/251012_0_flphtk.png
119,Haier K Series 126 cm (50 inch) 4K Ultra HD LED Android TV with Google Assistant,Haier,64990.0,39990.0,0,0.0,N/A,/haier-k-series-126-cm-50-inch-4k-ultra-hd-led-android-tv-with-google-assistant/p/251225,https://media.croma.com/image/upload/v1664421633/Croma%20Assets/Entertainment/Television/Images/251225_0_bm7ege.png
120,Haier K Series 147 cm (58 inch) 4K Ultra HD LED Android TV with Google Assistant,Haier,91990.0,52190.0,0,0.0,N/A,/haier-k-series-147-cm-58-inch-4k-ultra-hd-led-android-tv-with-google-assistant/p/251227,https://media.croma.com/image/upload/v1663781989/Croma%20Assets/Entertainment/Television/Images/251227_0_u1jnre.png
121,SAMSUNG Crystal 4K Pro 146 cm (58 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility (2021 model),Samsung,80900.0,48490.0,0,0.0,N/A,/samsung-crystal-4k-pro-146-cm-58-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/250635,https://media.croma.com/image/upload/v1664197185/Croma%20Assets/Entertainment/Television/Images/250635_0_a6oxfw.png
122,SAMSUNG Crystal 4K Pro 163 cm (65 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility (2021 model),Samsung,125900.0,81990.0,0,0.0,N/A,/samsung-crystal-4k-pro-163-cm-65-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/250636,https://media.croma.com/image/upload/v1663786105/Croma%20Assets/Entertainment/Television/Images/250636_0_o91blm.png
123,SAMSUNG Crystal 4K Pro 125 cm (50 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility (2021 model),Samsung,71400.0,45990.0,1,1.0,3.0,/samsung-crystal-4k-pro-125-cm-50-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/250633,https://media.croma.com/image/upload/v1664197309/Croma%20Assets/Entertainment/Television/Images/250633_0_ia1mbh.png
124,SAMSUNG Crystal 4K Pro 138 cm (55 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility (2021 model),Samsung,76900.0,45990.0,0,0.0,N/A,/samsung-crystal-4k-pro-138-cm-55-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/250634,https://media.croma.com/image/upload/v1664197311/Croma%20Assets/Entertainment/Television/Images/250634_0_tqyp0h.png
125,SAMSUNG Crystal 4K Pro 108 cm (43 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility (2021 model),Samsung,54900.0,32990.0,3,2.0,4.67,/samsung-crystal-4k-pro-108-cm-43-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/250632,https://media.croma.com/image/upload/v1664432605/Croma%20Assets/Entertainment/Television/Images/250632_0_wkduqj.png
126,Akai 109 cm (43 inch) 4K Ultra HD LED Fire TV with Alexa Compatibility (2021 model),Akai,51990.0,22999.0,0,0.0,N/A,/akai-109-cm-43-inch-4k-ultra-hd-led-fire-tv-with-alexa-compatibility-2021-model-/p/246448,https://media.croma.com/image/upload/v1664416879/Croma%20Assets/Entertainment/Television/Images/246448_0_tkxiab.png
127,Akai 139 cm (55 inch) 4K Ultra HD LED Fire TV with Alexa Compatibility (2021 model),Akai,70990.0,32999.0,0,0.0,N/A,/akai-139-cm-55-inch-4k-ultra-hd-led-fire-tv-with-alexa-compatibility-2021-model-/p/246760,https://media.croma.com/image/upload/v1663780415/Croma%20Assets/Entertainment/Television/Images/246760_0_ntxh2k.png
128,iFFALCON U71 Series 139.7 cm (55 inch) 4K Ultra HD LED Fire TV with Hands-Free Voice Control,iFFALCON,70990.0,34990.0,0,0.0,N/A,/iffalcon-u71-series-139-7-cm-55-inch-4k-ultra-hd-led-fire-tv-with-hands-free-voice-control/p/246517,https://media.croma.com/image/upload/v1663780347/Croma%20Assets/Entertainment/Television/Images/246517_0_xsfv0h.png
129,Kodak CA Series 164 cm (65 inch) 4K Ultra HD LED Android TV with Google Assistant (2020 model),Kodak,70499.0,47999.0,0,0.0,N/A,/kodak-ca-series-164-cm-65-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2020-model-/p/246061,https://media.croma.com/image/upload/v1663781563/Croma%20Assets/Entertainment/Television/Images/246061_0_rxicqv.png
130,SAMSUNG Series 9 247 cm (98 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung,2299000.0,1674000.0,0,0.0,N/A,/samsung-series-9-247-cm-98-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/245102,https://media.croma.com/image/upload/v1663781787/Croma%20Assets/Entertainment/Television/Images/245102_0_jeuepj.png
131,OnePlus U Series 164 cm (65 inch) 4K Ultra HD LED Android TV with Built-in Google Assistant (2021 model),OnePlus,69999.0,61999.0,2,2.0,5.0,/oneplus-u-series-164-cm-65-inch-4k-ultra-hd-led-android-tv-with-built-in-google-assistant-2021-model-/p/244463,https://media.croma.com/image/upload/v1663780466/Croma%20Assets/Entertainment/Television/Images/244463_0_lvm0vw.png
132,OnePlus U Series 139 cm (55 inch) 4K Ultra HD LED Android TV with Built-in Google Assistant (2021 model),OnePlus,59999.0,42999.0,12,8.0,3.67,/oneplus-u-series-139-cm-55-inch-4k-ultra-hd-led-android-tv-with-built-in-google-assistant-2021-model-/p/244462,https://media.croma.com/image/upload/v1663780470/Croma%20Assets/Entertainment/Television/Images/244462_0_ywuyyo.png
133,OnePlus U Series 126 cm (50 inch) 4K Ultra HD LED Android TV with Built-in Google Assistant (2021 model),OnePlus,49999.0,37999.0,10,8.0,4.9,/oneplus-u-series-126-cm-50-inch-4k-ultra-hd-led-android-tv-with-built-in-google-assistant-2021-model-/p/244461,https://media.croma.com/image/upload/v1664413803/Croma%20Assets/Entertainment/Television/Images/244461_0_z9g5af.png
134,Mi 5X 125.7 cm (50 inch) 4K Ultra HD LED Android TV with Alexa Compatibility (2021 model),Xiaomi,59999.0,40999.0,17,11.0,3.65,/mi-5x-125-7-cm-50-inch-4k-ultra-hd-led-android-tv-with-alexa-compatibility-2021-model-/p/242861,https://media.croma.com/image/upload/v1664410709/Croma%20Assets/Entertainment/Television/Images/242861_0_pffpbc.png
135,Mi 5X 138.8 cm (55 inch) 4K Ultra HD LED Android TV with Alexa Compatibility (2021 model),Xiaomi,69999.0,46999.0,17,12.0,4.53,/mi-5x-138-8-cm-55-inch-4k-ultra-hd-led-android-tv-with-alexa-compatibility-2021-model-/p/242862,https://media.croma.com/image/upload/v1664410642/Croma%20Assets/Entertainment/Television/Images/242862_0_gjjeer.png
136,LG UM77 109.22 cm (43 inch) 4K Ultra HD LED WebOS TV with Alexa Compatibility (2021 model),LG,64990.0,42090.0,75,60.0,4.6,/lg-um77-109-22-cm-43-inch-4k-ultra-hd-led-webos-tv-with-alexa-compatibility-2021-model-/p/241718,https://media.croma.com/image/upload/v1664410294/Croma%20Assets/Entertainment/Television/Images/241718_0_lnqotk.png
137,LG Nano75 190.5 cm (75 inch) 4K Ultra HD Nano Cell WebOS TV with Alexa Compatibility,LG,329990.0,189990.0,0,0.0,N/A,/lg-nano75-190-5-cm-75-inch-4k-ultra-hd-nano-cell-webos-tv-with-alexa-compatibility/p/241713,https://media.croma.com/image/upload/v1663780768/Croma%20Assets/Entertainment/Television/Images/241713_0_ziew9x.png
138,LG Nano83 164 cm (65 inch) 4K Ultra HD Nano Cell WebOS TV with Alexa Compatibility (2021 model),LG,249990.0,110990.0,0,0.0,N/A,/lg-nano83-164-cm-65-inch-4k-ultra-hd-nano-cell-webos-tv-with-alexa-compatibility-2021-model-/p/241225,https://media.croma.com/image/upload/v1663783005/Croma%20Assets/Entertainment/Television/Images/241225_0_jj9xns.png
139,Hisense U6G 139 cm (55 inch) QLED 4K Ultra HD Android TV with Google Assistant (2021 model),Hisense,79990.0,44990.0,11,11.0,4.09,/hisense-u6g-139-cm-55-inch-qled-4k-ultra-hd-android-tv-with-google-assistant-2021-model-/p/240640,https://media.croma.com/image/upload/v1663779945/Croma%20Assets/Entertainment/Television/Images/240640_0_gjeaxb.png
140,SONY Bravia A80J 139 cm (55 inch) OLED 4K Ultra HD Android TV with Alexa Compatibility,Sony,249900.0,124990.0,31,22.0,4.52,/sony-bravia-a80j-139-cm-55-inch-oled-4k-ultra-hd-android-tv-with-alexa-compatibility/p/237752,https://media.croma.com/image/upload/v1663782477/Croma%20Assets/Entertainment/Television/Images/237752_0_ekzhpl.png
141,Detel 124 cm (49 inch) 4K Ultra HD LED Android TV with Google Assistant (2019 model),Detel,69999.0,27999.0,0,0.0,N/A,/detel-124-cm-49-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2019-model-/p/236173,https://media.croma.com/image/upload/v1664410945/Croma%20Assets/Entertainment/Television/Images/236173_0_q4ql3q.png
142,Detel 140 cm (55 inch) 4K Ultra HD LED Android TV with Google Assistant (2018 model),Detel,89999.0,29990.0,0,0.0,N/A,/detel-140-cm-55-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2018-model-/p/236175,https://media.croma.com/image/upload/v1663781735/Croma%20Assets/Entertainment/Television/Images/236175_0_eunuty.png
143,Detel 165.1 cm (65 inch) 4K Ultra HD LED Android TV,Detel,119999.0,49990.0,0,0.0,N/A,/detel-165-1-cm-65-inch-4k-ultra-hd-led-android-tv/p/236174,https://media.croma.com/image/upload/v1663781777/Croma%20Assets/Entertainment/Television/Images/236174_0_czf5kg.png
144,SAMSUNG Series 7 178 cm (70 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility,Samsung,154900.0,105990.0,8,7.0,4.88,/samsung-series-7-178-cm-70-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility/p/234619,https://media.croma.com/image/upload/v1663785268/Croma%20Assets/Entertainment/Television/Images/234619_0_bzgywj.png
145,SAMSUNG Series 7 163 cm (65 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung,234900.0,181490.0,1,1.0,5.0,/samsung-series-7-163-cm-65-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/234611,https://media.croma.com/image/upload/v1663785431/Croma%20Assets/Entertainment/Television/Images/234611_0_lmq1wn.png
146,SAMSUNG Series 7 163 cm (65 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility (2021 model),Samsung,124900.0,81990.0,8,7.0,5.0,/samsung-series-7-163-cm-65-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/234603,https://media.croma.com/image/upload/v1663786089/Croma%20Assets/Entertainment/Television/Images/234603_0_omlabd.png
147,SAMSUNG Series 7 138 cm (55 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility (2021 model),Samsung,79400.0,60490.0,85,74.0,4.41,/samsung-series-7-138-cm-55-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/234601,https://media.croma.com/image/upload/v1663786046/Croma%20Assets/Entertainment/Television/Images/234601_0_bpwpqe.png
148,SAMSUNG Series 7 108 cm (43 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility (2021 model),Samsung,54900.0,39990.0,108,86.0,4.29,/samsung-series-7-108-cm-43-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/234367,https://media.croma.com/image/upload/v1664430926/Croma%20Assets/Entertainment/Television/Images/234367_0_vpdgkr.png
149,Panasonic Viera 108 cm (43 inch) 4K Ultra HD LED Android TV with Alexa Compatibility (2020 model),Panasonic,56990.0,32990.0,10,3.0,4.4,/panasonic-viera-108-cm-43-inch-4k-ultra-hd-led-android-tv-with-alexa-compatibility-2020-model-/p/233299,https://media.croma.com/image/upload/v1664431745/Croma%20Assets/Entertainment/Television/Images/233299_0_dmoeea.png
150,Hisense A73F 164 cm (65 inch) 4K Ultra HD LED Android TV with Google Assistant (2021 model),Hisense,82990.0,54990.0,2,1.0,5.0,/hisense-a73f-164-cm-65-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2021-model-/p/233060,https://media.croma.com/image/upload/v1663784314/Croma%20Assets/Entertainment/Television/Images/233060_0_cesiit.png
151,Hisense A71F 139 cm (55 inch) 4K Ultra HD LED Android TV with Google Assistant (2020 model),Hisense,49990.0,33990.0,10,8.0,4.5,/hisense-a71f-139-cm-55-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2020-model-/p/233047,https://media.croma.com/image/upload/v1641202907/Croma%20Assets/Entertainment/Television/Images/233047_gogsqr.png
152,Hisense A71F 108 cm (43 inch) 4K Ultra HD LED Android TV with Google Assistant (2020 model),Hisense,36990.0,23990.0,46,35.0,4.65,/hisense-a71f-108-cm-43-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2020-model-/p/233045,https://media.croma.com/image/upload/v1664430476/Croma%20Assets/Entertainment/Television/Images/233045_0_eljjqp.png
153,Haier K6600 Series 108 cm (43 inch) 4K Ultra HD LED Android TV with Google Assistant (2020 model),Haier,51490.0,33990.0,16,10.0,4.31,/haier-k6600-series-108-cm-43-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2020-model-/p/232856,https://media.croma.com/image/upload/v1664411593/Croma%20Assets/Entertainment/Television/Images/232856_0_gui06d.png
